File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF658HZH	tsv	tsv		gene quantifications	GRCh38	ENCSR149AHS	total RNA-seq	/human-donors/ENCDO856ZOJ/	UBERON:0001072	posterior vena cava	tissue	Homo sapiens											RNA		Animal tissue kit (Norgen Biotek cat#: 25700)			reverse	2021-01-04	ENCODE		chemical (NEBNext Ultra II Directional)		1	1_1							/files/ENCFF285DRD/, /files/ENCFF390XUH/	11050842	ENCODE Processing Pipeline	b1063c1e0c6e21ff3126d7be74859614		https://www.encodeproject.org/files/ENCFF658HZH/@@download/ENCFF658HZH.tsv	V29			released	s3://encode-public/2020/11/03/6ae5d207-0aaa-4797-8411-f054bee83ac0/ENCFF658HZH.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/11/03/6ae5d207-0aaa-4797-8411-f054bee83ac0/ENCFF658HZH.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released			
ENCFF509OMC	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR149AHS	total RNA-seq	/human-donors/ENCDO856ZOJ/	UBERON:0001072	posterior vena cava	tissue	Homo sapiens											RNA		Animal tissue kit (Norgen Biotek cat#: 25700)			reverse	2021-01-04	ENCODE		chemical (NEBNext Ultra II Directional)		1	1_1							/files/ENCFF561ZTT/, /files/GRCh38_EBV.chrom.sizes/	134293046	ENCODE Processing Pipeline	0142dd89b8160a149564c28b6ef04d90		https://www.encodeproject.org/files/ENCFF509OMC/@@download/ENCFF509OMC.bigWig	V29			released	s3://encode-public/2020/11/03/8560a490-421e-4d70-aa4c-cdeb68949302/ENCFF509OMC.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/11/03/8560a490-421e-4d70-aa4c-cdeb68949302/ENCFF509OMC.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released			
ENCFF366SYN	tsv	tsv		gene quantifications	GRCh38	ENCSR885DVH	total RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											RNA	rRNA	Trizol			reverse	2016-04-21	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1							/files/ENCFF871TTZ/, /files/ENCFF285DRD/	11027872	ENCODE Processing Pipeline	59eecc0d45a9b180ff2a6c218b41be0a		https://www.encodeproject.org/files/ENCFF366SYN/@@download/ENCFF366SYN.tsv	V29			released	s3://encode-public/2021/04/08/afc59cd9-6d5b-4b9e-97cd-d34423f542ac/ENCFF366SYN.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/04/08/afc59cd9-6d5b-4b9e-97cd-d34423f542ac/ENCFF366SYN.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released		missing spikeins	
ENCFF341QYY	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR885DVH	total RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											RNA	rRNA	Trizol			reverse	2016-04-21	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1							/files/GRCh38_EBV.chrom.sizes/, /files/ENCFF548MVZ/	116455545	ENCODE Processing Pipeline	f7ae6de29ac0dc27cae6cd0909b2609e		https://www.encodeproject.org/files/ENCFF341QYY/@@download/ENCFF341QYY.bigWig	V29			released	s3://encode-public/2021/04/08/df51a1ef-ea95-4b84-aacd-e0cb94908bd6/ENCFF341QYY.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/04/08/df51a1ef-ea95-4b84-aacd-e0cb94908bd6/ENCFF341QYY.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released		missing spikeins	
ENCFF927KXV	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR885DVH	total RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											RNA	rRNA	Trizol			reverse	2016-04-21	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1							/files/GRCh38_EBV.chrom.sizes/, /files/ENCFF548MVZ/	118396563	ENCODE Processing Pipeline	1ee6aa386baafe9df86d94497e23d359		https://www.encodeproject.org/files/ENCFF927KXV/@@download/ENCFF927KXV.bigWig	V29			released	s3://encode-public/2021/04/08/57bc2437-0aea-485a-a05c-1788b1c02656/ENCFF927KXV.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/04/08/57bc2437-0aea-485a-a05c-1788b1c02656/ENCFF927KXV.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released		missing spikeins	
ENCFF844QHE	tsv	tsv		gene quantifications	GRCh38	ENCSR964JRR	total RNA-seq	/human-donors/ENCDO641WTL/	NTR:0000635	activated T-helper 17 cell	primary cell	Homo sapiens	Interleukin-2, anti-CD3 and anti-CD28 coated beads	50 U/mL	72 hour								RNA					reverse	2022-07-01	ENCODE				1	1_1							/files/ENCFF285DRD/, /files/ENCFF541CXN/	11031156	ENCODE Processing Pipeline	8fb4589f8a53e725115b4370de96aad2		https://www.encodeproject.org/files/ENCFF844QHE/@@download/ENCFF844QHE.tsv	V29			released	s3://encode-public/2022/06/24/df0d111a-d1b8-4299-b172-ae898de67e23/ENCFF844QHE.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/06/24/df0d111a-d1b8-4299-b172-ae898de67e23/ENCFF844QHE.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF577IJV	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR964JRR	total RNA-seq	/human-donors/ENCDO641WTL/	NTR:0000635	activated T-helper 17 cell	primary cell	Homo sapiens	Interleukin-2, anti-CD3 and anti-CD28 coated beads	50 U/mL	72 hour								RNA					reverse	2022-07-01	ENCODE				1	1_1							/files/GRCh38_EBV.chrom.sizes/, /files/ENCFF862UTE/	114227721	ENCODE Processing Pipeline	1889aa4f043eedfb7f982aa1b18a806b		https://www.encodeproject.org/files/ENCFF577IJV/@@download/ENCFF577IJV.bigWig	V29			released	s3://encode-public/2022/06/24/730e3668-0311-470a-bde9-5acf725bb21e/ENCFF577IJV.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/06/24/730e3668-0311-470a-bde9-5acf725bb21e/ENCFF577IJV.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF553NXV	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR964JRR	total RNA-seq	/human-donors/ENCDO641WTL/	NTR:0000635	activated T-helper 17 cell	primary cell	Homo sapiens	Interleukin-2, anti-CD3 and anti-CD28 coated beads	50 U/mL	72 hour								RNA					reverse	2022-07-01	ENCODE				1	1_1							/files/GRCh38_EBV.chrom.sizes/, /files/ENCFF862UTE/	119087275	ENCODE Processing Pipeline	5a66f01ed422fc863ab7929139c1e794		https://www.encodeproject.org/files/ENCFF553NXV/@@download/ENCFF553NXV.bigWig	V29			released	s3://encode-public/2022/06/24/8290d82d-ac52-4858-9dab-0ecb5565f5b5/ENCFF553NXV.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/06/24/8290d82d-ac52-4858-9dab-0ecb5565f5b5/ENCFF553NXV.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF625QBW	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR388NNP	total RNA-seq	/human-donors/ENCDO311UBW/	CL:0000623	natural killer cell	primary cell	Homo sapiens											RNA					reverse	2022-07-01	ENCODE				1	1_1							/files/GRCh38_EBV.chrom.sizes/, /files/ENCFF754SQW/	135658572	ENCODE Processing Pipeline	e0bb7008ba4052900583780d2086aae7		https://www.encodeproject.org/files/ENCFF625QBW/@@download/ENCFF625QBW.bigWig	V29			released	s3://encode-public/2022/06/24/13fa4f09-7447-4f3c-bae0-79262f9604ac/ENCFF625QBW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/06/24/13fa4f09-7447-4f3c-bae0-79262f9604ac/ENCFF625QBW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF744YDW	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR388NNP	total RNA-seq	/human-donors/ENCDO311UBW/	CL:0000623	natural killer cell	primary cell	Homo sapiens											RNA					reverse	2022-07-01	ENCODE				1	1_1							/files/GRCh38_EBV.chrom.sizes/, /files/ENCFF754SQW/	131217486	ENCODE Processing Pipeline	678d93b4e3bea014bbb4e811828ab6e9		https://www.encodeproject.org/files/ENCFF744YDW/@@download/ENCFF744YDW.bigWig	V29			released	s3://encode-public/2022/06/24/8f91c396-9221-4039-a6f7-8d853e576c10/ENCFF744YDW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/06/24/8f91c396-9221-4039-a6f7-8d853e576c10/ENCFF744YDW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF263KEK	tsv	tsv		gene quantifications	GRCh38	ENCSR388NNP	total RNA-seq	/human-donors/ENCDO311UBW/	CL:0000623	natural killer cell	primary cell	Homo sapiens											RNA					reverse	2022-07-01	ENCODE				1	1_1							/files/ENCFF552AXL/, /files/ENCFF285DRD/	11017116	ENCODE Processing Pipeline	3a593e7f2c88fb21fae3a454fbddd46d		https://www.encodeproject.org/files/ENCFF263KEK/@@download/ENCFF263KEK.tsv	V29			released	s3://encode-public/2022/06/24/ac8180d7-4bb7-4149-ad6e-4bf16964358d/ENCFF263KEK.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/06/24/ac8180d7-4bb7-4149-ad6e-4bf16964358d/ENCFF263KEK.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF721LQD	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR853TXT	total RNA-seq	/human-donors/ENCDO520EJG/	UBERON:0002078	right cardiac atrium	tissue	Homo sapiens											RNA		Animal tissue kit (Norgen Biotek cat#: 25700)			reverse	2021-01-04	ENCODE		chemical (NEBNext Ultra II Directional)		1	1_1							/files/GRCh38_EBV.chrom.sizes/, /files/ENCFF413URT/	89480473	ENCODE Processing Pipeline	87bf12f14c1ec8035561c983fad3f57d		https://www.encodeproject.org/files/ENCFF721LQD/@@download/ENCFF721LQD.bigWig	V29			released	s3://encode-public/2020/11/03/073e46b1-8838-4780-ab74-74241ce243bb/ENCFF721LQD.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/11/03/073e46b1-8838-4780-ab74-74241ce243bb/ENCFF721LQD.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released			
ENCFF993QRD	tsv	tsv		gene quantifications	GRCh38	ENCSR853TXT	total RNA-seq	/human-donors/ENCDO520EJG/	UBERON:0002078	right cardiac atrium	tissue	Homo sapiens											RNA		Animal tissue kit (Norgen Biotek cat#: 25700)			reverse	2021-01-04	ENCODE		chemical (NEBNext Ultra II Directional)		1	1_1							/files/ENCFF285DRD/, /files/ENCFF055NTY/	11046839	ENCODE Processing Pipeline	4b97457d29811a7001a0dbd9c753f5fa		https://www.encodeproject.org/files/ENCFF993QRD/@@download/ENCFF993QRD.tsv	V29			released	s3://encode-public/2020/11/03/d353a369-0a1d-4d9e-8074-5d51785406b5/ENCFF993QRD.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/11/03/d353a369-0a1d-4d9e-8074-5d51785406b5/ENCFF993QRD.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released			
ENCFF756IDW	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR853TXT	total RNA-seq	/human-donors/ENCDO520EJG/	UBERON:0002078	right cardiac atrium	tissue	Homo sapiens											RNA		Animal tissue kit (Norgen Biotek cat#: 25700)			reverse	2021-01-04	ENCODE		chemical (NEBNext Ultra II Directional)		1	1_1							/files/GRCh38_EBV.chrom.sizes/, /files/ENCFF413URT/	93027990	ENCODE Processing Pipeline	5a3f8fc0d0b4b822a00df7cdf3a0e9b9		https://www.encodeproject.org/files/ENCFF756IDW/@@download/ENCFF756IDW.bigWig	V29			released	s3://encode-public/2020/11/03/b6c8bd6b-e8f0-48b1-a5ec-b192af8e5630/ENCFF756IDW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/11/03/b6c8bd6b-e8f0-48b1-a5ec-b192af8e5630/ENCFF756IDW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released			
ENCFF007MZH	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR818DBU	total RNA-seq	/human-donors/ENCDO575WHY/	UBERON:0002099	cardiac septum	tissue	Homo sapiens											RNA		Animal tissue kit (Norgen Biotek cat#: 25700)			reverse	2021-01-04	ENCODE		chemical (NEBNext Ultra II Directional)		1	1_1							/files/GRCh38_EBV.chrom.sizes/, /files/ENCFF608CTI/	100374577	ENCODE Processing Pipeline	3bfea90f0c1c0286ebacb6f1bc0757a2		https://www.encodeproject.org/files/ENCFF007MZH/@@download/ENCFF007MZH.bigWig	V29			released	s3://encode-public/2020/11/03/2974f8b2-88bb-474e-90f0-7389929b3535/ENCFF007MZH.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/11/03/2974f8b2-88bb-474e-90f0-7389929b3535/ENCFF007MZH.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released			
ENCFF460MYI	tsv	tsv		gene quantifications	GRCh38	ENCSR818DBU	total RNA-seq	/human-donors/ENCDO575WHY/	UBERON:0002099	cardiac septum	tissue	Homo sapiens											RNA		Animal tissue kit (Norgen Biotek cat#: 25700)			reverse	2021-01-04	ENCODE		chemical (NEBNext Ultra II Directional)		1	1_1							/files/ENCFF717UAF/, /files/ENCFF285DRD/	11041861	ENCODE Processing Pipeline	28164e953f2df3ba1797245764295b33		https://www.encodeproject.org/files/ENCFF460MYI/@@download/ENCFF460MYI.tsv	V29			released	s3://encode-public/2020/11/03/de12bd02-dfc9-4375-b010-2b5d0629c046/ENCFF460MYI.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/11/03/de12bd02-dfc9-4375-b010-2b5d0629c046/ENCFF460MYI.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released			
ENCFF403PZE	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR818DBU	total RNA-seq	/human-donors/ENCDO575WHY/	UBERON:0002099	cardiac septum	tissue	Homo sapiens											RNA		Animal tissue kit (Norgen Biotek cat#: 25700)			reverse	2021-01-04	ENCODE		chemical (NEBNext Ultra II Directional)		1	1_1							/files/GRCh38_EBV.chrom.sizes/, /files/ENCFF608CTI/	105426696	ENCODE Processing Pipeline	832a85190293c5496c8216621472c989		https://www.encodeproject.org/files/ENCFF403PZE/@@download/ENCFF403PZE.bigWig	V29			released	s3://encode-public/2020/11/03/d7933bab-e80a-41a3-9d90-0855cb368765/ENCFF403PZE.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/11/03/d7933bab-e80a-41a3-9d90-0855cb368765/ENCFF403PZE.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released			
ENCFF400XMJ	tsv	tsv		gene quantifications	GRCh38	ENCSR793SPM	total RNA-seq	/human-donors/ENCDO896WHW/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1							/files/ENCFF285DRD/, /files/ENCFF344FCW/	11004497	ENCODE Processing Pipeline	97eb257abc99e832452c2854694aa5b8		https://www.encodeproject.org/files/ENCFF400XMJ/@@download/ENCFF400XMJ.tsv	V29			released	s3://encode-public/2022/06/04/99387793-45e2-4ddc-bdde-49ca0cf4e9d6/ENCFF400XMJ.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/99387793-45e2-4ddc-bdde-49ca0cf4e9d6/ENCFF400XMJ.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF305VAX	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR793SPM	total RNA-seq	/human-donors/ENCDO896WHW/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1							/files/GRCh38_EBV.chrom.sizes/, /files/ENCFF489ZEI/	147224474	ENCODE Processing Pipeline	c593a1c474d49d8577a592d4ce888f90		https://www.encodeproject.org/files/ENCFF305VAX/@@download/ENCFF305VAX.bigWig	V29			released	s3://encode-public/2022/06/04/ee34b8c7-13c8-4b12-a786-49823c8413f2/ENCFF305VAX.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/ee34b8c7-13c8-4b12-a786-49823c8413f2/ENCFF305VAX.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF585NME	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR793SPM	total RNA-seq	/human-donors/ENCDO896WHW/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1							/files/GRCh38_EBV.chrom.sizes/, /files/ENCFF489ZEI/	143271395	ENCODE Processing Pipeline	d9ac33caa67c20cfb5b14ab0d8e119dd		https://www.encodeproject.org/files/ENCFF585NME/@@download/ENCFF585NME.bigWig	V29			released	s3://encode-public/2022/06/04/df8d2d40-475f-47dd-94c5-7525bc301db1/ENCFF585NME.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/df8d2d40-475f-47dd-94c5-7525bc301db1/ENCFF585NME.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF035GTI	tsv	tsv		gene quantifications	GRCh38	ENCSR341VFG	total RNA-seq	/human-donors/ENCDO374BBL/	NTR:0000634	activated T-helper 2 cell	primary cell	Homo sapiens	Interleukin-2, Interferon-gamma antibody, anti-CD3 and anti-CD28 coated beads, Interleukin-4	5 μg/mL, 10 μg/mL, 100 μg/mL	36 hour, 14 hour, 24 hour								RNA					reverse	2022-07-14	ENCODE				2	2_1							/files/ENCFF285DRD/, /files/ENCFF021TCC/	11055709	ENCODE Processing Pipeline	da324a88ce70fe853666489802edac68		https://www.encodeproject.org/files/ENCFF035GTI/@@download/ENCFF035GTI.tsv	V29			released	s3://encode-public/2022/07/09/13ce66a5-0c93-4cc5-9aaf-d7243cd7c7a7/ENCFF035GTI.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/07/09/13ce66a5-0c93-4cc5-9aaf-d7243cd7c7a7/ENCFF035GTI.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF610ZWK	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR341VFG	total RNA-seq	/human-donors/ENCDO374BBL/	NTR:0000634	activated T-helper 2 cell	primary cell	Homo sapiens	Interleukin-2, Interferon-gamma antibody, anti-CD3 and anti-CD28 coated beads, Interleukin-4	5 μg/mL, 10 μg/mL, 100 μg/mL	36 hour, 14 hour, 24 hour								RNA					reverse	2022-07-14	ENCODE				2	2_1							/files/ENCFF555HMJ/, /files/GRCh38_EBV.chrom.sizes/	132101488	ENCODE Processing Pipeline	c93ce825deab0f9a199e0f1bedb3cf7a		https://www.encodeproject.org/files/ENCFF610ZWK/@@download/ENCFF610ZWK.bigWig	V29			released	s3://encode-public/2022/07/09/54f2c691-6cf7-4cbe-af65-9b8a34f13e94/ENCFF610ZWK.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/07/09/54f2c691-6cf7-4cbe-af65-9b8a34f13e94/ENCFF610ZWK.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF928QXY	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR341VFG	total RNA-seq	/human-donors/ENCDO374BBL/	NTR:0000634	activated T-helper 2 cell	primary cell	Homo sapiens	Interleukin-2, Interferon-gamma antibody, anti-CD3 and anti-CD28 coated beads, Interleukin-4	5 μg/mL, 10 μg/mL, 100 μg/mL	36 hour, 14 hour, 24 hour								RNA					reverse	2022-07-14	ENCODE				2	2_1							/files/ENCFF555HMJ/, /files/GRCh38_EBV.chrom.sizes/	125584817	ENCODE Processing Pipeline	1bd27efb7a351ba0a5d1e1069fdc2ed1		https://www.encodeproject.org/files/ENCFF928QXY/@@download/ENCFF928QXY.bigWig	V29			released	s3://encode-public/2022/07/09/4dd9a9dc-7388-424b-9cf5-eabbc815851b/ENCFF928QXY.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/07/09/4dd9a9dc-7388-424b-9cf5-eabbc815851b/ENCFF928QXY.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF804UTP	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR745APD	total RNA-seq	/human-donors/ENCDO311UBW/	CL:0000623	natural killer cell	primary cell	Homo sapiens	Interleukin-15, Interleukin-12 subunit alpha, Interleukin-18, Interleukin-12 subunit beta	100 ng/mL	72 hour								RNA					reverse	2022-07-01	ENCODE				1	1_1							/files/ENCFF457LWT/, /files/GRCh38_EBV.chrom.sizes/	107119570	ENCODE Processing Pipeline	611b2c101f42a4f395c65c989e87cd86		https://www.encodeproject.org/files/ENCFF804UTP/@@download/ENCFF804UTP.bigWig	V29			released	s3://encode-public/2022/06/24/37535695-6a69-4475-872a-5fdd5e961871/ENCFF804UTP.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/06/24/37535695-6a69-4475-872a-5fdd5e961871/ENCFF804UTP.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF168JFF	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR745APD	total RNA-seq	/human-donors/ENCDO311UBW/	CL:0000623	natural killer cell	primary cell	Homo sapiens	Interleukin-15, Interleukin-12 subunit alpha, Interleukin-18, Interleukin-12 subunit beta	100 ng/mL	72 hour								RNA					reverse	2022-07-01	ENCODE				1	1_1							/files/ENCFF457LWT/, /files/GRCh38_EBV.chrom.sizes/	103944087	ENCODE Processing Pipeline	dafc86b1610cfa85e21565bfb2acf8b1		https://www.encodeproject.org/files/ENCFF168JFF/@@download/ENCFF168JFF.bigWig	V29			released	s3://encode-public/2022/06/24/106870a5-f5ce-43d1-8e0b-83f287093997/ENCFF168JFF.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/06/24/106870a5-f5ce-43d1-8e0b-83f287093997/ENCFF168JFF.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF320CGG	tsv	tsv		gene quantifications	GRCh38	ENCSR745APD	total RNA-seq	/human-donors/ENCDO311UBW/	CL:0000623	natural killer cell	primary cell	Homo sapiens	Interleukin-15, Interleukin-12 subunit alpha, Interleukin-18, Interleukin-12 subunit beta	100 ng/mL	72 hour								RNA					reverse	2022-07-01	ENCODE				1	1_1							/files/ENCFF872FCW/, /files/ENCFF285DRD/	11013789	ENCODE Processing Pipeline	51eb517348d1079c399b4f0f733c8ce3		https://www.encodeproject.org/files/ENCFF320CGG/@@download/ENCFF320CGG.tsv	V29			released	s3://encode-public/2022/06/24/b8032eca-627c-447e-93a2-38f485773898/ENCFF320CGG.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/06/24/b8032eca-627c-447e-93a2-38f485773898/ENCFF320CGG.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
