File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF880PSO	tsv	tsv		gene quantifications	mm10	ENCSR640PLU	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0001388	gastrocnemius	tissue	Mus musculus											RNA					reverse	2021-06-17	ENCODE				2	2_1							/files/ENCFF363TFV/, /files/ENCFF701FKT/	11889057	ENCODE Processing Pipeline	83adbb4cca8f61c34f399a6111208784		https://www.encodeproject.org/files/ENCFF880PSO/@@download/ENCFF880PSO.tsv	M21			released	s3://encode-public/2021/05/24/dc41929d-9799-4397-ac5f-68e27970468b/ENCFF880PSO.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/05/24/dc41929d-9799-4397-ac5f-68e27970468b/ENCFF880PSO.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released			
ENCFF771EMF	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR640PLU	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0001388	gastrocnemius	tissue	Mus musculus											RNA					reverse	2021-06-17	ENCODE				2	2_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF861TOM/	54666389	ENCODE Processing Pipeline	5b3cbade22794f84e57c6ce37b175167		https://www.encodeproject.org/files/ENCFF771EMF/@@download/ENCFF771EMF.bigWig	M21			released	s3://encode-public/2021/05/24/ba2b96e8-da12-4230-8a2d-d05fd29a7086/ENCFF771EMF.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/05/24/ba2b96e8-da12-4230-8a2d-d05fd29a7086/ENCFF771EMF.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released			
ENCFF641ZWM	tsv	tsv		gene quantifications	mm10	ENCSR195UUB	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002369	adrenal gland	tissue	Mus musculus											RNA					reverse	2021-06-17	ENCODE				1	1_1							/files/ENCFF363TFV/, /files/ENCFF024EYT/	11886907	ENCODE Processing Pipeline	393e830f8363d42a4a6c632dc61ff710		https://www.encodeproject.org/files/ENCFF641ZWM/@@download/ENCFF641ZWM.tsv	M21			released	s3://encode-public/2021/05/24/e96904a8-1f31-43cb-b51b-e7716b6332cf/ENCFF641ZWM.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/05/24/e96904a8-1f31-43cb-b51b-e7716b6332cf/ENCFF641ZWM.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released			
ENCFF435YWB	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR195UUB	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002369	adrenal gland	tissue	Mus musculus											RNA					reverse	2021-06-17	ENCODE				1	1_1							/files/ENCFF576RKY/, /files/mm10_no_alt.chrom.sizes/	109068606	ENCODE Processing Pipeline	703a633efe978a4e0d104fed174c8318		https://www.encodeproject.org/files/ENCFF435YWB/@@download/ENCFF435YWB.bigWig	M21			released	s3://encode-public/2021/05/24/8deedff1-fbb2-4adc-88a9-1bf58bfd4853/ENCFF435YWB.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/05/24/8deedff1-fbb2-4adc-88a9-1bf58bfd4853/ENCFF435YWB.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released			
ENCFF353RSI	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR195UUB	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002369	adrenal gland	tissue	Mus musculus											RNA					reverse	2021-06-17	ENCODE				1	1_1							/files/ENCFF576RKY/, /files/mm10_no_alt.chrom.sizes/	110069494	ENCODE Processing Pipeline	79a7a21488c8510fc7085ba145602e1d		https://www.encodeproject.org/files/ENCFF353RSI/@@download/ENCFF353RSI.bigWig	M21			released	s3://encode-public/2021/05/24/38636f80-3ea3-4362-b7f4-eadf25862933/ENCFF353RSI.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/05/24/38636f80-3ea3-4362-b7f4-eadf25862933/ENCFF353RSI.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released			
ENCFF935FNY	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR243UCH	total RNA-seq	/mouse-donors/ENCDO509HIY/	CL:0000236	B cell	primary cell	Mus musculus											RNA					reverse	2023-01-20	ENCODE				1	1_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF073JJY/	88263785	ENCODE Processing Pipeline	db8a66254777c74cdfc488847d5884c7		https://www.encodeproject.org/files/ENCFF935FNY/@@download/ENCFF935FNY.bigWig	M21			released	s3://encode-public/2023/01/12/ed3372f0-7ce7-45b4-820c-dd325223d5e0/ENCFF935FNY.bigWig	https://datasetencode.blob.core.windows.net/dataset/2023/01/12/ed3372f0-7ce7-45b4-820c-dd325223d5e0/ENCFF935FNY.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released			
ENCFF101DWM	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR243UCH	total RNA-seq	/mouse-donors/ENCDO509HIY/	CL:0000236	B cell	primary cell	Mus musculus											RNA					reverse	2023-01-20	ENCODE				1	1_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF073JJY/	86020129	ENCODE Processing Pipeline	ba50cd4b2190a8c027749f39a705a3c5		https://www.encodeproject.org/files/ENCFF101DWM/@@download/ENCFF101DWM.bigWig	M21			released	s3://encode-public/2023/01/12/49e68c67-bc7e-41ea-93a9-423474013165/ENCFF101DWM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2023/01/12/49e68c67-bc7e-41ea-93a9-423474013165/ENCFF101DWM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released			
ENCFF658AUN	tsv	tsv		gene quantifications	mm10	ENCSR243UCH	total RNA-seq	/mouse-donors/ENCDO509HIY/	CL:0000236	B cell	primary cell	Mus musculus											RNA					reverse	2023-01-20	ENCODE				1	1_1							/files/ENCFF870AJF/, /files/ENCFF363TFV/	11865368	ENCODE Processing Pipeline	bbebd507eb19b29cb4cd9a367b2e6f2a		https://www.encodeproject.org/files/ENCFF658AUN/@@download/ENCFF658AUN.tsv	M21			released	s3://encode-public/2023/01/12/7ca1a842-23a6-4f46-bcfb-9a4eab3845aa/ENCFF658AUN.tsv	https://datasetencode.blob.core.windows.net/dataset/2023/01/12/7ca1a842-23a6-4f46-bcfb-9a4eab3845aa/ENCFF658AUN.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released			
ENCFF151YNW	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR092BBW	total RNA-seq	/mouse-donors/ENCDO509HIY/	CL:0000236	B cell	primary cell	Mus musculus											RNA					reverse	2023-01-20	ENCODE				1	1_1							/files/ENCFF597QOP/, /files/mm10_no_alt.chrom.sizes/	92105664	ENCODE Processing Pipeline	7819b551be582d1dc6859121fc510804		https://www.encodeproject.org/files/ENCFF151YNW/@@download/ENCFF151YNW.bigWig	M21			released	s3://encode-public/2023/01/12/2a02667f-0bc5-4ebd-acbb-697f4e4e20bc/ENCFF151YNW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2023/01/12/2a02667f-0bc5-4ebd-acbb-697f4e4e20bc/ENCFF151YNW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released			
ENCFF437VMW	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR092BBW	total RNA-seq	/mouse-donors/ENCDO509HIY/	CL:0000236	B cell	primary cell	Mus musculus											RNA					reverse	2023-01-20	ENCODE				1	1_1							/files/ENCFF597QOP/, /files/mm10_no_alt.chrom.sizes/	89569437	ENCODE Processing Pipeline	0058bed43f44717598b6a14cd42f3ad6		https://www.encodeproject.org/files/ENCFF437VMW/@@download/ENCFF437VMW.bigWig	M21			released	s3://encode-public/2023/01/12/ebd64e56-7303-4662-ac44-0b485d3ba874/ENCFF437VMW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2023/01/12/ebd64e56-7303-4662-ac44-0b485d3ba874/ENCFF437VMW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released			
ENCFF879LVB	tsv	tsv		gene quantifications	mm10	ENCSR092BBW	total RNA-seq	/mouse-donors/ENCDO509HIY/	CL:0000236	B cell	primary cell	Mus musculus											RNA					reverse	2023-01-20	ENCODE				1	1_1							/files/ENCFF665WZN/, /files/ENCFF363TFV/	11866930	ENCODE Processing Pipeline	d432b3d209d9f24d31f6116fa12138fd		https://www.encodeproject.org/files/ENCFF879LVB/@@download/ENCFF879LVB.tsv	M21			released	s3://encode-public/2023/01/12/12302725-d3eb-4cce-8506-72bfb4e15f77/ENCFF879LVB.tsv	https://datasetencode.blob.core.windows.net/dataset/2023/01/12/12302725-d3eb-4cce-8506-72bfb4e15f77/ENCFF879LVB.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released			
ENCFF405ZFR	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR034MGF	total RNA-seq	/mouse-donors/ENCDO509HIY/	CL:0000084	T-cell	primary cell	Mus musculus											RNA					reverse	2023-01-20	ENCODE				1	1_1							/files/ENCFF355DVV/, /files/mm10_no_alt.chrom.sizes/	91293863	ENCODE Processing Pipeline	4be8cd38771ec955d324f5de90cf39fd		https://www.encodeproject.org/files/ENCFF405ZFR/@@download/ENCFF405ZFR.bigWig	M21			released	s3://encode-public/2023/01/12/961283a8-f5e8-49da-a59b-7148cc86a3d6/ENCFF405ZFR.bigWig	https://datasetencode.blob.core.windows.net/dataset/2023/01/12/961283a8-f5e8-49da-a59b-7148cc86a3d6/ENCFF405ZFR.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released			
ENCFF788EZC	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR034MGF	total RNA-seq	/mouse-donors/ENCDO509HIY/	CL:0000084	T-cell	primary cell	Mus musculus											RNA					reverse	2023-01-20	ENCODE				1	1_1							/files/ENCFF355DVV/, /files/mm10_no_alt.chrom.sizes/	87632795	ENCODE Processing Pipeline	10f989c2b5b1794ab8786ef202a9af5c		https://www.encodeproject.org/files/ENCFF788EZC/@@download/ENCFF788EZC.bigWig	M21			released	s3://encode-public/2023/01/12/6673be9c-9274-4ecf-b073-0ea46383f87f/ENCFF788EZC.bigWig	https://datasetencode.blob.core.windows.net/dataset/2023/01/12/6673be9c-9274-4ecf-b073-0ea46383f87f/ENCFF788EZC.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released			
ENCFF294QFY	tsv	tsv		gene quantifications	mm10	ENCSR034MGF	total RNA-seq	/mouse-donors/ENCDO509HIY/	CL:0000084	T-cell	primary cell	Mus musculus											RNA					reverse	2023-01-20	ENCODE				1	1_1							/files/ENCFF411SAN/, /files/ENCFF363TFV/	11862991	ENCODE Processing Pipeline	af5583a02802e3ee819399ba5145a9e7		https://www.encodeproject.org/files/ENCFF294QFY/@@download/ENCFF294QFY.tsv	M21			released	s3://encode-public/2023/01/12/4ee3c393-f86e-4ed3-a631-9431f7d3e297/ENCFF294QFY.tsv	https://datasetencode.blob.core.windows.net/dataset/2023/01/12/4ee3c393-f86e-4ed3-a631-9431f7d3e297/ENCFF294QFY.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released			
ENCFF373VWI	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR703ACF	total RNA-seq	/mouse-donors/ENCDO509HIY/	CL:0000236	B cell	primary cell	Mus musculus											RNA					reverse	2023-01-20	ENCODE				3	3_1							/files/ENCFF379QOL/, /files/mm10_no_alt.chrom.sizes/	89204053	ENCODE Processing Pipeline	53b4ebb7f1639c30aaa067c6da432a70		https://www.encodeproject.org/files/ENCFF373VWI/@@download/ENCFF373VWI.bigWig	M21			released	s3://encode-public/2023/01/12/57410b75-06ae-42ec-91f8-a2062d84c5fa/ENCFF373VWI.bigWig	https://datasetencode.blob.core.windows.net/dataset/2023/01/12/57410b75-06ae-42ec-91f8-a2062d84c5fa/ENCFF373VWI.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released		inconsistent age	
ENCFF336RIU	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR703ACF	total RNA-seq	/mouse-donors/ENCDO509HIY/	CL:0000236	B cell	primary cell	Mus musculus											RNA					reverse	2023-01-20	ENCODE				3	3_1							/files/ENCFF379QOL/, /files/mm10_no_alt.chrom.sizes/	86829758	ENCODE Processing Pipeline	305811f095f21179c0baa9929ba0ab86		https://www.encodeproject.org/files/ENCFF336RIU/@@download/ENCFF336RIU.bigWig	M21			released	s3://encode-public/2023/01/12/0f8531ba-5578-4878-93f1-b45985eb3b79/ENCFF336RIU.bigWig	https://datasetencode.blob.core.windows.net/dataset/2023/01/12/0f8531ba-5578-4878-93f1-b45985eb3b79/ENCFF336RIU.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released		inconsistent age	
ENCFF217RWQ	tsv	tsv		gene quantifications	mm10	ENCSR703ACF	total RNA-seq	/mouse-donors/ENCDO509HIY/	CL:0000236	B cell	primary cell	Mus musculus											RNA					reverse	2023-01-20	ENCODE				3	3_1							/files/ENCFF363TFV/, /files/ENCFF724SFA/	11868045	ENCODE Processing Pipeline	6592927c9d16a5dd17e3e9767d761f95		https://www.encodeproject.org/files/ENCFF217RWQ/@@download/ENCFF217RWQ.tsv	M21			released	s3://encode-public/2023/01/12/668d53d6-ef6b-49ea-9853-73a4f736db94/ENCFF217RWQ.tsv	https://datasetencode.blob.core.windows.net/dataset/2023/01/12/668d53d6-ef6b-49ea-9853-73a4f736db94/ENCFF217RWQ.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released		inconsistent age	
ENCFF515ZQI	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR835KFT	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000496	CD4-positive naive resting alpha-beta T cell	primary cell	Mus musculus											RNA					reverse	2023-01-20	ENCODE				1	1_1							/files/ENCFF830UEE/, /files/mm10_no_alt.chrom.sizes/	92836726	ENCODE Processing Pipeline	85e5bb178c35829c17ab2523b71663a4		https://www.encodeproject.org/files/ENCFF515ZQI/@@download/ENCFF515ZQI.bigWig	M21			released	s3://encode-public/2023/01/12/820f974e-f7a2-44b5-89d9-ed61aabd85e0/ENCFF515ZQI.bigWig	https://datasetencode.blob.core.windows.net/dataset/2023/01/12/820f974e-f7a2-44b5-89d9-ed61aabd85e0/ENCFF515ZQI.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released			
ENCFF025JLJ	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR835KFT	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000496	CD4-positive naive resting alpha-beta T cell	primary cell	Mus musculus											RNA					reverse	2023-01-20	ENCODE				1	1_1							/files/ENCFF830UEE/, /files/mm10_no_alt.chrom.sizes/	89537010	ENCODE Processing Pipeline	6111747a2db8bae698ccba18a52dd07d		https://www.encodeproject.org/files/ENCFF025JLJ/@@download/ENCFF025JLJ.bigWig	M21			released	s3://encode-public/2023/01/12/08b4fda2-b4d0-494f-82a7-245bbdfb6486/ENCFF025JLJ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2023/01/12/08b4fda2-b4d0-494f-82a7-245bbdfb6486/ENCFF025JLJ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released			
ENCFF030BWE	tsv	tsv		gene quantifications	mm10	ENCSR835KFT	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000496	CD4-positive naive resting alpha-beta T cell	primary cell	Mus musculus											RNA					reverse	2023-01-20	ENCODE				1	1_1							/files/ENCFF363TFV/, /files/ENCFF893EKS/	11859525	ENCODE Processing Pipeline	9dd26da770b8cd003867a35626994e6e		https://www.encodeproject.org/files/ENCFF030BWE/@@download/ENCFF030BWE.tsv	M21			released	s3://encode-public/2023/01/12/f6ec38bc-5a8e-4561-b080-f95f04d67db4/ENCFF030BWE.tsv	https://datasetencode.blob.core.windows.net/dataset/2023/01/12/f6ec38bc-5a8e-4561-b080-f95f04d67db4/ENCFF030BWE.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released			
ENCFF700EJG	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR637GLC	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	tissue	Mus musculus											RNA					reverse	2022-11-09	ENCODE				1	1_1							/files/ENCFF858XWZ/, /files/mm10_no_alt.chrom.sizes/	116921066	ENCODE Processing Pipeline	ed3c0d29a510991095fcc6dfb3e58514		https://www.encodeproject.org/files/ENCFF700EJG/@@download/ENCFF700EJG.bigWig	M21			released	s3://encode-public/2022/11/03/da958fcb-0b47-414a-91d0-cf47b0cb548a/ENCFF700EJG.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/11/03/da958fcb-0b47-414a-91d0-cf47b0cb548a/ENCFF700EJG.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released			
ENCFF829MYZ	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR637GLC	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	tissue	Mus musculus											RNA					reverse	2022-11-09	ENCODE				1	1_1							/files/ENCFF858XWZ/, /files/mm10_no_alt.chrom.sizes/	115503648	ENCODE Processing Pipeline	132ee193d81516cd069acd15bcaed089		https://www.encodeproject.org/files/ENCFF829MYZ/@@download/ENCFF829MYZ.bigWig	M21			released	s3://encode-public/2022/11/03/b0facae8-b926-4c08-b7e1-a0f4f22c8a9c/ENCFF829MYZ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/11/03/b0facae8-b926-4c08-b7e1-a0f4f22c8a9c/ENCFF829MYZ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released			
ENCFF461HYK	tsv	tsv		gene quantifications	mm10	ENCSR637GLC	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	tissue	Mus musculus											RNA					reverse	2022-11-09	ENCODE				1	1_1							/files/ENCFF056LYV/, /files/ENCFF363TFV/	11882245	ENCODE Processing Pipeline	95c8e72450ede4a8b848637718f94340		https://www.encodeproject.org/files/ENCFF461HYK/@@download/ENCFF461HYK.tsv	M21			released	s3://encode-public/2022/11/03/51ed8034-8006-4f39-8f11-73a5a5998ee9/ENCFF461HYK.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/11/03/51ed8034-8006-4f39-8f11-73a5a5998ee9/ENCFF461HYK.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released			
ENCFF487VXT	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR249EFE	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002369	adrenal gland	tissue	Mus musculus											RNA					reverse	2022-11-09	ENCODE				2	2_1							/files/ENCFF834RNS/, /files/mm10_no_alt.chrom.sizes/	95306972	ENCODE Processing Pipeline	cceadb866a8ee706662464cdbe0f9f46		https://www.encodeproject.org/files/ENCFF487VXT/@@download/ENCFF487VXT.bigWig	M21			released	s3://encode-public/2022/11/03/05f9667e-c29f-447f-8eec-264bb341b559/ENCFF487VXT.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/11/03/05f9667e-c29f-447f-8eec-264bb341b559/ENCFF487VXT.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released			
ENCFF307PJJ	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR249EFE	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002369	adrenal gland	tissue	Mus musculus											RNA					reverse	2022-11-09	ENCODE				2	2_1							/files/ENCFF834RNS/, /files/mm10_no_alt.chrom.sizes/	97733935	ENCODE Processing Pipeline	83e1a9d895a71e56923307c7f65b04fc		https://www.encodeproject.org/files/ENCFF307PJJ/@@download/ENCFF307PJJ.bigWig	M21			released	s3://encode-public/2022/11/03/c5b12522-c6db-4eee-824d-924235b873da/ENCFF307PJJ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/11/03/c5b12522-c6db-4eee-824d-924235b873da/ENCFF307PJJ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released			
ENCFF739KFI	tsv	tsv		gene quantifications	mm10	ENCSR249EFE	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002369	adrenal gland	tissue	Mus musculus											RNA					reverse	2022-11-09	ENCODE				2	2_1							/files/ENCFF761WYU/, /files/ENCFF363TFV/	11889314	ENCODE Processing Pipeline	1c469b424e8f8e408cc46e541cb79900		https://www.encodeproject.org/files/ENCFF739KFI/@@download/ENCFF739KFI.tsv	M21			released	s3://encode-public/2022/11/03/491cb14f-5ede-42b6-8bc0-f954b0c4b3ac/ENCFF739KFI.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/11/03/491cb14f-5ede-42b6-8bc0-f954b0c4b3ac/ENCFF739KFI.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released			
ENCFF883QNP	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR536HHA	total RNA-seq	/mouse-donors/ENCDO509HIY/	CL:0000576	monocyte	primary cell	Mus musculus											RNA					reverse	2023-01-20	ENCODE				1	1_1							/files/ENCFF072NNY/, /files/mm10_no_alt.chrom.sizes/	82553053	ENCODE Processing Pipeline	a62346d7fa9277a3b17aa8e82643f705		https://www.encodeproject.org/files/ENCFF883QNP/@@download/ENCFF883QNP.bigWig	M21			released	s3://encode-public/2023/01/12/8ec25e89-c859-43ae-bc5b-a8af974b2a7d/ENCFF883QNP.bigWig	https://datasetencode.blob.core.windows.net/dataset/2023/01/12/8ec25e89-c859-43ae-bc5b-a8af974b2a7d/ENCFF883QNP.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released			
ENCFF924HOW	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR536HHA	total RNA-seq	/mouse-donors/ENCDO509HIY/	CL:0000576	monocyte	primary cell	Mus musculus											RNA					reverse	2023-01-20	ENCODE				1	1_1							/files/ENCFF072NNY/, /files/mm10_no_alt.chrom.sizes/	83367048	ENCODE Processing Pipeline	c35ca6202578a1fd8035df42383f78ab		https://www.encodeproject.org/files/ENCFF924HOW/@@download/ENCFF924HOW.bigWig	M21			released	s3://encode-public/2023/01/12/485922ef-248e-458b-b5f5-5815b7ce5fc9/ENCFF924HOW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2023/01/12/485922ef-248e-458b-b5f5-5815b7ce5fc9/ENCFF924HOW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released			
ENCFF673HYR	tsv	tsv		gene quantifications	mm10	ENCSR536HHA	total RNA-seq	/mouse-donors/ENCDO509HIY/	CL:0000576	monocyte	primary cell	Mus musculus											RNA					reverse	2023-01-20	ENCODE				1	1_1							/files/ENCFF363TFV/, /files/ENCFF185FNL/	11866916	ENCODE Processing Pipeline	c4f12012a0fa17a6f952aeb4ea7ba7f2		https://www.encodeproject.org/files/ENCFF673HYR/@@download/ENCFF673HYR.tsv	M21			released	s3://encode-public/2023/01/12/3996c5d3-3cab-4bc5-9852-cd338d7aa3cc/ENCFF673HYR.tsv	https://datasetencode.blob.core.windows.net/dataset/2023/01/12/3996c5d3-3cab-4bc5-9852-cd338d7aa3cc/ENCFF673HYR.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released			
